character,move_name,alt_names,guard,properties,damage,chip_damage,meter_on_hit,meter_on_whiff,on_hit_advantage,on_hit_effect,on_block,startup,active,recovery,hitstun,blockstun,hitstop,on_pushblock,footer,thumbnail_url,footer_url,move_category,undizzy
UMBRELLA,JHP RAVENOUS,"J.HP RAVENOUS,J HP RAVENOUS,JUMP JHP RAVENOUS,JUMPING JHP RAVENOUS,JUMP FIERCE RAVENOUS,RAVENOUS JHP,RAVENOUS J.HP,RAVENOUS J HP,RAVENOUS JUMP JHP,RAVENOUS JUMPING JHP,RAVENOUS JUMP FIERCE","High, Mid",,"['150xN', 1000]",,"['1.06xN', '7.5']",,,KD,-14,[17],"[2, '(2)', 2, '...', '(4)', 3]",[30],"['26xN', 50]","['18xN', 17]","['3xN', 12]",,"['Can special/super cancel the landing hit, even during startup, which will retain combo stage.']",https://wiki.gbl.gg/images/7/72/SG_umb_jhp_hb.png,https://wiki.gbl.gg/images/f/fa/SG_umb_jhp2_fd.png,HEAVY_NORMAL,30.0
UMBRELLA,JHP SATIATED,"JHP,J.HP,J HP,JUMP HP,JUMP JHP,JUMPING HP,JUMPING JHP,JUMP FIERCE,J.HP SATIATED,J HP SATIATED,JUMP JHP SATIATED,JUMPING JHP SATIATED,JUMP FIERCE SATIATED,SATIATED JHP,SATIATED J.HP,SATIATED J HP,SATIATED JUMP JHP,SATIATED JUMPING JHP,SATIATED JUMP FIERCE","High, Mid",,"['150xN', 1000]",,"['1.06xN', '7.5']",,,KD,-19,[22],"[3, '(2)', 3, '... (4)', 3]",[35],"['26xN', 50]","['18xN', 17]","['3xN', 12]",,"['Can special/super cancel the landing hit, even during startup, which will retain combo stage.']",https://wiki.gbl.gg/images/7/72/SG_umb_jhp_hb.png,https://wiki.gbl.gg/images/1/12/SG_umb_jhp3_fd.png,HEAVY_NORMAL,30.0
UMBRELLA,JHP OVERSTUFFED,"J.HP OVERSTUFFED,J HP OVERSTUFFED,JUMP JHP OVERSTUFFED,JUMPING JHP OVERSTUFFED,JUMP FIERCE OVERSTUFFED,OVERSTUFFED JHP,OVERSTUFFED J.HP,OVERSTUFFED J HP,OVERSTUFFED JUMP JHP,OVERSTUFFED JUMPING JHP,OVERSTUFFED JUMP FIERCE",High,,[1200],,['7.5'],,,Ground Bounce,-17,"[12, 'Until Ground', 4]",[3],[35],[50],[19],[15],,"[""First portion of startup overrides Umbrella's air momentum.\n"", ""Unlike other versions of this move. Overstuffed's is a very slow single damaging hit.""]",https://wiki.gbl.gg/images/7/72/SG_umb_jhp_hb.png,https://wiki.gbl.gg/images/7/70/SG_umb_jhp4_fd.png,HEAVY_NORMAL,30.0
UMBRELLA,JLK,"J.LK,J LK,JUMP JLK,JUMPING JLK,JUMP LK,JUMPING LK,JUMP SHORT",High,,[200],,['4.5'],,1.0,,3,[9],[5],[16],[21],[24],[7],,"['Lunges Umbrella forwards and slightly up.\n', 'Can be held on contact for up to 8 extra hits. See JLK HELD.']",https://wiki.gbl.gg/images/d/d6/SG_umb_jlk_hb.png,https://wiki.gbl.gg/images/7/7b/SG_umb_jlk_fd.png,LIGHT_NORMAL,15.0
UMBRELLA,J[LK],"JLK HELD,HELD JLK,JLK HOLD,HOLD JLK",Mid,,"[75, 75, 75, 75, 75, 75, 75, 75]",,"['1.06', '1.06', '1.06', '1.06', '1.06', '1.06', '1.06', '1.06']",,16.0,,8,[9],[5],[16],"[19, 19, 19, 19, 19, 19, 19, 19]","[19, 19, 19, 19, 19, 19, 19, 19]","[4, 4, 4, 4, 4, 4, 4, 4]",,[],https://wiki.gbl.gg/images/d/d6/SG_umb_jlk_hb.png,https://wiki.gbl.gg/images/b/b6/SG_umb_jlk2_fd.png,LIGHT_NORMAL,15.0
UMBRELLA,JMK,"J.MK,J MK,JUMP JMK,JUMPING JMK,JUMP MK,JUMPING MK,JUMP FORWARD",High,,[550],,['7.5'],,5.0,,0,[14],[3],[18],[25],[20],[10],,"['Holding jMK gains Umbrella a brief float and can directed by holding 4 or 6.\n', 'Can hold jMK for up to 27 frames before transitioning to j[MK], releasing jMK before then will add the standard 18f of recovery.\n', 'See JMK HELD.']",https://wiki.gbl.gg/images/4/4b/SG_umb_jmk_hb.png,https://wiki.gbl.gg/images/b/b7/SG_umb_jmk_fd.png,MEDIUM_NORMAL,20.0
UMBRELLA,J[MK],"JMK HELD,HELD JMK,JMK HOLD,HOLD JMK",Low,No Cancel,[1],,['7.5'],,,KD,See notes,"['Until Ground', 1]",[2],[27],[20],[22],[8],,"['Umbrella flops to the ground, splashing puddles and going into a wakeup animation.']",https://wiki.gbl.gg/images/4/4b/SG_umb_jmk_hb.png,https://wiki.gbl.gg/images/e/ee/SG_umb_jmk2_fd.png,MEDIUM_NORMAL,20.0
UMBRELLA,JHK,"J.HK,J HK,JUMP JHK,JUMPING JHK,JUMP HK,JUMPING HK,JUMP ROUNDHOUSE,BODY BAG",High,,"[450, 225, 225, 225, 225]",,"['2.5', '1.71']",,26.0,,0,[14],"[3, '(6)', '3...']",['Until landing(?)'],"[26, 26, 26, 26, 26]","[16, 16, 16, 16, 16]","[9, 4, 4, 4, 4]",,[],https://wiki.gbl.gg/images/b/b9/SG_umb_jhk_hb.png,https://wiki.gbl.gg/images/f/fd/SG_umb_jhk_fd.png,HEAVY_NORMAL,30.0
UMBRELLA,6LP STARVING,"6.LP STARVING,F.LP STARVING,FLP STARVING,STARVING 6LP,STARVING 6.LP,STARVING F.LP,STARVING FLP",Mid,,[475],,['2.5'],,4.0,,0,[16],[5],[18],[26],[21],[9],,['Anti'],https://wiki.gbl.gg/images/5/52/SG_umb_flp_hb.png,https://wiki.gbl.gg/images/2/27/SG_umb_flp1_fd.png,LIGHT_NORMAL,15.0
UMBRELLA,6LP RAVENOUS,"6.LP RAVENOUS,F.LP RAVENOUS,FLP RAVENOUS,RAVENOUS 6LP,RAVENOUS 6.LP,RAVENOUS F.LP,RAVENOUS FLP",Mid,,[475],,['2.5'],,7.0,,2,[10],[5],[15],[26],[21],[9],,['Anti'],https://wiki.gbl.gg/images/5/52/SG_umb_flp_hb.png,https://wiki.gbl.gg/images/b/be/SG_umb_flp2_fd.png,LIGHT_NORMAL,15.0
UMBRELLA,6LP SATIATED,"6LP,6.LP,F.LP,FLP,6.LP SATIATED,F.LP SATIATED,FLP SATIATED,SATIATED 6LP,SATIATED 6.LP,SATIATED F.LP,SATIATED FLP",Mid,,[475],,['2.5'],,4.0,,0,[13],[5],[18],[26],[21],[9],,['Anti'],https://wiki.gbl.gg/images/5/52/SG_umb_flp_hb.png,https://wiki.gbl.gg/images/2/24/SG_umb_flp3_fd.png,LIGHT_NORMAL,15.0
UMBRELLA,6LP OVERSTUFFED,"6.LP OVERSTUFFED,F.LP OVERSTUFFED,FLP OVERSTUFFED,OVERSTUFFED 6LP,OVERSTUFFED 6.LP,OVERSTUFFED F.LP,OVERSTUFFED FLP",Mid,,[550],,['2.5'],,7.0,,2,[16],[5],[18],[26],[24],[9],,['Anti'],https://wiki.gbl.gg/images/5/52/SG_umb_flp_hb.png,https://wiki.gbl.gg/images/2/27/SG_umb_flp1_fd.png,LIGHT_NORMAL,15.0
UMBRELLA,6HP,"6.HP,F.HP,FHP,6HP SATIATED,6.HP SATIATED,F.HP SATIATED,FHP SATIATED,SATIATED 6HP,SATIATED 6.HP,SATIATED F.HP,SATIATED FHP,6HP OVERSTUFFED,6.HP OVERSTUFFED,F.HP OVERSTUFFED,FHP OVERSTUFFED,OVERSTUFFED 6HP,OVERSTUFFED 6.HP,OVERSTUFFED F.HP,OVERSTUFFED FHP,6HP STARVING,6.HP STARVING,F.HP STARVING,FHP STARVING,STARVING 6HP,STARVING 6.HP,STARVING F.HP,STARVING FHP,6HP RAVENOUS,6.HP RAVENOUS,F.HP RAVENOUS,FHP RAVENOUS,RAVENOUS 6HP,RAVENOUS 6.HP,RAVENOUS F.HP,RAVENOUS FHP","Mid, High",,"[250, 250, 250, 400, '1100/1400/1700']",,"['7.5', '7.5', '7.5', '7.5', '4.5']",,,See notes,-10/-10/-21,"['11 (Ravenous)', '16 (other)']","[1, 4, 4, 4, '(13)', 3, 2]",[38],"[31, 31, 31, 31, 40]","[23, 23, 23, 23, '33/33/22']","[6, 6, 6, 9, 10]",,"['Holding HP charges this move for added damage and different properties on hit.\n', 'Level 1 charge is a Stagger vs ground and KD vs air.\n', 'Level 2 charge is a Stagger vs ground and Ground Bounce vs air, but can only Ground Bounce once per combo.\n', 'Level 3 charge is a Ground Bounce vs both ground and air.\n', 'Maximum charge time is 122f.\n', 'The initial non', 'The Ravenous version of this move has lower minimum startup (11f), but no other differences. \n', 'The Starving, Satiated and Overstuffed versions of this move are the exact same.\n', 'Ticker is for non']",https://wiki.gbl.gg/images/5/55/SG_umb_fhp_hb.png,https://wiki.gbl.gg/images/3/34/SG_umb_fhp3_fd.png,HEAVY_NORMAL,30.0
UMBRELLA,THROW,"LPLK,LPLK,GRAB",Throw,50% Damage Scaling,"[600, 300, 300, 300, 300]",,"['1', '2', '2', '2', '2', '5']",,,"Sliding KD 
OR Wall Bounce",nan,[7],[1],[28],['nan'],['nan'],['nan'],,"['First mandatory chew will put the opponent in a Sliding KD and fill the Hungern bar by 1 pip.\n', 'Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern bar by 1 pip with each bite and increasing the range that the opponent is launched at.\n', 'If the Hungern bar is filled while chewing, the move will end prematurely after that hit.']",https://wiki.gbl.gg/images/6/6a/SG_umb_throw_hb.png,https://wiki.gbl.gg/images/0/00/SG_umb_throw_fd.png,THROW,0.0
UMBRELLA,AIR THROW,"JLPJLK,AT,JLPLK,J.LPLK,J.LPLK,AIR GRAB,AIRGRAB,AIRTHROW,JLPLK,JLKLP,JTHROW",Throw,50% Damage Scaling,[500],,['6'],,,"Bubble State,  KD",nan,[7],[3],[18],[21],['nan'],['nan'],,"['Traps the opponent in a state similar to a Wish Maker bubble, but they are knocked down at the end of the bubble duration instead.\n', 'Bubble state lasts for a varying duration based on air throw height (minimum 90f at lowest height).\n', 'Long horizontal reach but not as long as the sprite implies.']",https://wiki.gbl.gg/images/d/d2/SG_umb_airthrow_hb.png,https://wiki.gbl.gg/images/8/8e/SG_umb_airthrow_fd.png,AIR_THROW,0.0
UMBRELLA,TAG IN,"TAG,RAW TAG,RAWTAG,TAG OUT",High,"Tag, Invuln. (Proj.)",[600],,['7.5'],,,"Sliding KD (vs ground),
 Ground Bounce (vs air)",-22,"['39 to 152', 26]",[4],['38 (held) \nto 41 (tap)'],[25],[18],[8],,"['Only tag to not hit mid, and only tag to do more than 500 damage.\n', 'Hold to increase startup and extend proj. invul duration, can influence the speed by holding 4 or 6.\n', ""Attacks after max duration reached or when Umbrella's point crosses the opponent's.\n"", 'Comboable on air hit if OTG is available.\n', 'Ticker is for non']",https://wiki.gbl.gg/images/3/35/SG_umb_tag_hb.png,https://wiki.gbl.gg/images/1/13/SG_umb_tag_fd.png,TAG,
UMBRELLA,SNAPBACK,"OUTTAKE,SNAP,SNAP BACK",Mid,Snapback,"[0, 0]",,['-100'],,,nan,-8,[15],"[3, '(20)', 3]",[24],[45],[17],"[9, 13]",,['Only multi'],https://wiki.gbl.gg/images/0/0c/SG_umb_snap_hb.png,https://wiki.gbl.gg/images/4/4e/SG_umb_snap_fd.png,SNAP,
UMBRELLA,TONGUE TWISTER STARVING,"STARVING TONGUE TWISTER,COMMAND GRAB STARVING,CMD GRAB STARVING,TWISTER STARVING,STARVING TWISTER,TT STARVING,STARVING TT,[4]6LPLK STARVING,46LPLK STARVING,[4],6LPLK STARVING,4,6LPLK STARVING,[4]6LPLK STARVING,46LPLK STARVING,[4],6LPLK STARVING,4,6LPLK STARVING,[B]FLPLK STARVING,BFLPLK STARVING,[B],FLPLK STARVING,B,FLPLK STARVING,[B]FLPLK STARVING,BFLPLK STARVING,[B],FLPLK STARVING,B,FLPLK STARVING,46 LPLK STARVING,[4]6LPLK STARVING,46LPLK STARVING,[4],6LPLK STARVING,4,6LPLK STARVING,[4]6LPLK STARVING,46LPLK STARVING,[4],6LPLK STARVING,4,6LPLK STARVING,[B]FLPLK STARVING,BFLPLK STARVING,[B],FLPLK STARVING,B,FLPLK STARVING,[B]FLPLK STARVING,BFLPLK STARVING,[B],FLPLK STARVING,B,FLPLK STARVING,46 LPLK STARVING,STARVING COMMAND GRAB,STARVING CMD GRAB,STARVING [4]6LPLK,STARVING 46LPLK,STARVING [4],6LPLK,STARVING 4,6LPLK,STARVING [4]6LPLK,STARVING 46LPLK,STARVING [4],6LPLK,STARVING 4,6LPLK,STARVING [B]FLPLK,STARVING BFLPLK,STARVING [B],FLPLK,STARVING B,FLPLK,STARVING [B]FLPLK,STARVING BFLPLK,STARVING [B],FLPLK,STARVING B,FLPLK,STARVING 46 LPLK,STARVING [4]6LPLK,STARVING 46LPLK,STARVING [4],6LPLK,STARVING 4,6LPLK,STARVING [4]6LPLK,STARVING 46LPLK,STARVING [4],6LPLK,STARVING 4,6LPLK,STARVING [B]FLPLK,STARVING BFLPLK,STARVING [B],FLPLK,STARVING B,FLPLK,STARVING [B]FLPLK,STARVING BFLPLK,STARVING [B],FLPLK,STARVING B,FLPLK,STARVING 46 LPLK",Command Grab,55% Damage Scaling,"[0, '675*4', 1000, 0]",,"['3', '3', '3', '3', '3', '\n5', '5']",['2.5'],,Soft KD,nan,[15],[2],[37],['nan'],['nan'],['nan'],,"['Hold to increase active and recovery frames. If the hitbox extends offscreen, the move will end prematurely.\n', 'Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern Bar with each bite. The move will end prematurely if the Hungern Bar is filled.\n', 'The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage']",https://wiki.gbl.gg/images/6/61/SG_umb_bfthrow_hb.png,https://wiki.gbl.gg/images/d/da/SG_umb_bfthrow3_fd.png,SPECIAL_MOVE,20.0
UMBRELLA,TONGUE TWISTER RAVENOUS,"RAVENOUS TONGUE TWISTER,COMMAND GRAB RAVENOUS,CMD GRAB RAVENOUS,TWISTER RAVENOUS,RAVENOUS TWISTER,TT RAVENOUS,RAVENOUS TT,[4]6LPLK RAVENOUS,46LPLK RAVENOUS,[4],6LPLK RAVENOUS,4,6LPLK RAVENOUS,[4]6LPLK RAVENOUS,46LPLK RAVENOUS,[4],6LPLK RAVENOUS,4,6LPLK RAVENOUS,[B]FLPLK RAVENOUS,BFLPLK RAVENOUS,[B],FLPLK RAVENOUS,B,FLPLK RAVENOUS,[B]FLPLK RAVENOUS,BFLPLK RAVENOUS,[B],FLPLK RAVENOUS,B,FLPLK RAVENOUS,46 LPLK RAVENOUS,[4]6LPLK RAVENOUS,46LPLK RAVENOUS,[4],6LPLK RAVENOUS,4,6LPLK RAVENOUS,[4]6LPLK RAVENOUS,46LPLK RAVENOUS,[4],6LPLK RAVENOUS,4,6LPLK RAVENOUS,[B]FLPLK RAVENOUS,BFLPLK RAVENOUS,[B],FLPLK RAVENOUS,B,FLPLK RAVENOUS,[B]FLPLK RAVENOUS,BFLPLK RAVENOUS,[B],FLPLK RAVENOUS,B,FLPLK RAVENOUS,46 LPLK RAVENOUS,RAVENOUS COMMAND GRAB,RAVENOUS CMD GRAB,RAVENOUS [4]6LPLK,RAVENOUS 46LPLK,RAVENOUS [4],6LPLK,RAVENOUS 4,6LPLK,RAVENOUS [4]6LPLK,RAVENOUS 46LPLK,RAVENOUS [4],6LPLK,RAVENOUS 4,6LPLK,RAVENOUS [B]FLPLK,RAVENOUS BFLPLK,RAVENOUS [B],FLPLK,RAVENOUS B,FLPLK,RAVENOUS [B]FLPLK,RAVENOUS BFLPLK,RAVENOUS [B],FLPLK,RAVENOUS B,FLPLK,RAVENOUS 46 LPLK,RAVENOUS [4]6LPLK,RAVENOUS 46LPLK,RAVENOUS [4],6LPLK,RAVENOUS 4,6LPLK,RAVENOUS [4]6LPLK,RAVENOUS 46LPLK,RAVENOUS [4],6LPLK,RAVENOUS 4,6LPLK,RAVENOUS [B]FLPLK,RAVENOUS BFLPLK,RAVENOUS [B],FLPLK,RAVENOUS B,FLPLK,RAVENOUS [B]FLPLK,RAVENOUS BFLPLK,RAVENOUS [B],FLPLK,RAVENOUS B,FLPLK,RAVENOUS 46 LPLK",Command Grab,55% Damage Scaling,"[0, '675*4', 1000, 0]",,"['3', '3', '3', '3', '3', '\n5', '5']",['2.5'],,Soft KD,nan,[15],[-227],[-3764],['nan'],['nan'],['nan'],,"['Hold to increase active and recovery frames. If the hitbox extends offscreen, the move will end prematurely.\n', 'Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern Bar with each bite. The move will end prematurely if the Hungern Bar is filled.\n', 'The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage']",https://wiki.gbl.gg/images/6/61/SG_umb_bfthrow_hb.png,https://wiki.gbl.gg/images/d/da/SG_umb_bfthrow3_fd.png,SPECIAL_MOVE,20.0
UMBRELLA,TONGUE TWISTER SATIATED,"TONGUE TWISTER,SATIATED TONGUE TWISTER,COMMAND GRAB,CMD GRAB,TWISTER,TWISTER SATIATED,SATIATED TWISTER,TT,TT SATIATED,SATIATED TT,[4]6LPLK,46LPLK,[4],6LPLK,4,6LPLK,[4]6LPLK,46LPLK,[4],6LPLK,4,6LPLK,[B]FLPLK,BFLPLK,[B],FLPLK,B,FLPLK,[B]FLPLK,BFLPLK,[B],FLPLK,B,FLPLK,46 LPLK,[4]6LPLK,46LPLK,[4],6LPLK,4,6LPLK,[4]6LPLK,46LPLK,[4],6LPLK,4,6LPLK,[B]FLPLK,BFLPLK,[B],FLPLK,B,FLPLK,[B]FLPLK,BFLPLK,[B],FLPLK,B,FLPLK,46 LPLK,COMMAND GRAB SATIATED,CMD GRAB SATIATED,[4]6LPLK SATIATED,46LPLK SATIATED,[4],6LPLK SATIATED,4,6LPLK SATIATED,[4]6LPLK SATIATED,46LPLK SATIATED,[4],6LPLK SATIATED,4,6LPLK SATIATED,[B]FLPLK SATIATED,BFLPLK SATIATED,[B],FLPLK SATIATED,B,FLPLK SATIATED,[B]FLPLK SATIATED,BFLPLK SATIATED,[B],FLPLK SATIATED,B,FLPLK SATIATED,46 LPLK SATIATED,[4]6LPLK SATIATED,46LPLK SATIATED,[4],6LPLK SATIATED,4,6LPLK SATIATED,[4]6LPLK SATIATED,46LPLK SATIATED,[4],6LPLK SATIATED,4,6LPLK SATIATED,[B]FLPLK SATIATED,BFLPLK SATIATED,[B],FLPLK SATIATED,B,FLPLK SATIATED,[B]FLPLK SATIATED,BFLPLK SATIATED,[B],FLPLK SATIATED,B,FLPLK SATIATED,46 LPLK SATIATED,SATIATED COMMAND GRAB,SATIATED CMD GRAB,SATIATED [4]6LPLK,SATIATED 46LPLK,SATIATED [4],6LPLK,SATIATED 4,6LPLK,SATIATED [4]6LPLK,SATIATED 46LPLK,SATIATED [4],6LPLK,SATIATED 4,6LPLK,SATIATED [B]FLPLK,SATIATED BFLPLK,SATIATED [B],FLPLK,SATIATED B,FLPLK,SATIATED [B]FLPLK,SATIATED BFLPLK,SATIATED [B],FLPLK,SATIATED B,FLPLK,SATIATED 46 LPLK,SATIATED [4]6LPLK,SATIATED 46LPLK,SATIATED [4],6LPLK,SATIATED 4,6LPLK,SATIATED [4]6LPLK,SATIATED 46LPLK,SATIATED [4],6LPLK,SATIATED 4,6LPLK,SATIATED [B]FLPLK,SATIATED BFLPLK,SATIATED [B],FLPLK,SATIATED B,FLPLK,SATIATED [B]FLPLK,SATIATED BFLPLK,SATIATED [B],FLPLK,SATIATED B,FLPLK,SATIATED 46 LPLK",Command Grab,55% Damage Scaling,"[0, '675*4', 1000, 0]",,"['3', '3', '3', '3', '3', '\n5', '5']",['2.5'],,Soft KD,nan,[15],[-213],[-3744],['nan'],['nan'],['nan'],,"['Hold to increase active and recovery frames. If the hitbox extends offscreen, the move will end prematurely.\n', 'Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern Bar with each bite. The move will end prematurely if the Hungern Bar is filled.\n', 'The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage']",https://wiki.gbl.gg/images/6/61/SG_umb_bfthrow_hb.png,https://wiki.gbl.gg/images/d/da/SG_umb_bfthrow3_fd.png,SPECIAL_MOVE,20.0
UMBRELLA,TONGUE TWISTER OVERSTUFFED,"OVERSTUFFED TONGUE TWISTER,COMMAND GRAB OVERSTUFFED,CMD GRAB OVERSTUFFED,TWISTER OVERSTUFFED,OVERSTUFFED TWISTER,TT OVERSTUFFED,OVERSTUFFED TT,[4]6LPLK OVERSTUFFED,46LPLK OVERSTUFFED,[4],6LPLK OVERSTUFFED,4,6LPLK OVERSTUFFED,[4]6LPLK OVERSTUFFED,46LPLK OVERSTUFFED,[4],6LPLK OVERSTUFFED,4,6LPLK OVERSTUFFED,[B]FLPLK OVERSTUFFED,BFLPLK OVERSTUFFED,[B],FLPLK OVERSTUFFED,B,FLPLK OVERSTUFFED,[B]FLPLK OVERSTUFFED,BFLPLK OVERSTUFFED,[B],FLPLK OVERSTUFFED,B,FLPLK OVERSTUFFED,46 LPLK OVERSTUFFED,[4]6LPLK OVERSTUFFED,46LPLK OVERSTUFFED,[4],6LPLK OVERSTUFFED,4,6LPLK OVERSTUFFED,[4]6LPLK OVERSTUFFED,46LPLK OVERSTUFFED,[4],6LPLK OVERSTUFFED,4,6LPLK OVERSTUFFED,[B]FLPLK OVERSTUFFED,BFLPLK OVERSTUFFED,[B],FLPLK OVERSTUFFED,B,FLPLK OVERSTUFFED,[B]FLPLK OVERSTUFFED,BFLPLK OVERSTUFFED,[B],FLPLK OVERSTUFFED,B,FLPLK OVERSTUFFED,46 LPLK OVERSTUFFED,OVERSTUFFED COMMAND GRAB,OVERSTUFFED CMD GRAB,OVERSTUFFED [4]6LPLK,OVERSTUFFED 46LPLK,OVERSTUFFED [4],6LPLK,OVERSTUFFED 4,6LPLK,OVERSTUFFED [4]6LPLK,OVERSTUFFED 46LPLK,OVERSTUFFED [4],6LPLK,OVERSTUFFED 4,6LPLK,OVERSTUFFED [B]FLPLK,OVERSTUFFED BFLPLK,OVERSTUFFED [B],FLPLK,OVERSTUFFED B,FLPLK,OVERSTUFFED [B]FLPLK,OVERSTUFFED BFLPLK,OVERSTUFFED [B],FLPLK,OVERSTUFFED B,FLPLK,OVERSTUFFED 46 LPLK,OVERSTUFFED [4]6LPLK,OVERSTUFFED 46LPLK,OVERSTUFFED [4],6LPLK,OVERSTUFFED 4,6LPLK,OVERSTUFFED [4]6LPLK,OVERSTUFFED 46LPLK,OVERSTUFFED [4],6LPLK,OVERSTUFFED 4,6LPLK,OVERSTUFFED [B]FLPLK,OVERSTUFFED BFLPLK,OVERSTUFFED [B],FLPLK,OVERSTUFFED B,FLPLK,OVERSTUFFED [B]FLPLK,OVERSTUFFED BFLPLK,OVERSTUFFED [B],FLPLK,OVERSTUFFED B,FLPLK,OVERSTUFFED 46 LPLK",Command Grab,55% Damage Scaling,"[0, 337, 337, 0]",,"['3', '3', '3', '\n5']",['2.5'],,Soft KD,nan,[15],[2],[37],['nan'],['nan'],['nan'],,"['Hold to increase active and recovery frames. If the hitbox extends offscreen, the move will end prematurely.\n', 'Repeatedly tapping LP+LK will cause Hungern to chew up to 4 additional times, filling the Hungern Bar with each bite. The move will end prematurely if the Hungern Bar is filled.\n', 'The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage']",https://wiki.gbl.gg/images/6/61/SG_umb_bfthrow_hb.png,https://wiki.gbl.gg/images/d/da/SG_umb_bfthrow3_fd.png,SPECIAL_MOVE,20.0
UMBRELLA,SALT GRINDER STARVING,"STARVING SALT GRINDER,STARVING GRINDER,GRINDER STARVING,BITE STARVING,STARVING BITE,236LP STARVING,236 LP STARVING,236LP STARVING,QCFLP STARVING,QCF LP STARVING,QCFLP STARVING,QCF.LP STARVING,STARVING 236LP,STARVING 236 LP,STARVING 236LP,STARVING QCFLP,STARVING QCF LP,STARVING QCFLP,STARVING QCF.LP",Mid,"Hit Grab, 
55% Damage Scaling","[500, 100, 100, 100, 100, 100, 150, 150, 150, 375, 750]",[150],"['3', '1', '1', '1', '1', '1', '\n2', '2', '2', '3', '4']",['2.5'],,"Stagger
OR Soft KD",-23,[24],[2],[42],['nan'],[19],['N/A (7 on block)'],,"['Mashing LP & HP or left & right cause Hungern to grind up to 10 additional times, filling the Hungern Bar each hit. The move will end prematurely if the Hungern bar is filled.\n', 'The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage.']",https://wiki.gbl.gg/images/c/c2/SG_umb_qcflp_hb.png,https://wiki.gbl.gg/images/6/65/SG_umb_qcflp1_fd.png,SPECIAL_MOVE,20.0
UMBRELLA,SALT GRINDER RAVENOUS,"RAVENOUS SALT GRINDER,GRINDER RAVENOUS,RAVENOUS GRINDER,RAVENOUS BITE,BITE RAVENOUS,236LP RAVENOUS,236 LP RAVENOUS,236LP RAVENOUS,QCFLP RAVENOUS,QCF LP RAVENOUS,QCFLP RAVENOUS,QCF.LP RAVENOUS,RAVENOUS 236LP,RAVENOUS 236 LP,RAVENOUS 236LP,RAVENOUS QCFLP,RAVENOUS QCF LP,RAVENOUS QCFLP,RAVENOUS QCF.LP",Mid,"Hit Grab, 
55% Damage Scaling","[500, 100, 100, 100, 100, 100, 150, 150, 150, 375, 750]",[150],"['3', '1', '1', '1', '1', '1', '\n2', '2', '2', '3', '4']",['2.5'],,"Stagger
OR Soft KD",-23,[17],[2],[42],['nan'],[19],['N/A (7 on block)'],,"['Mashing LP & HP or left & right cause Hungern to grind up to 10 additional times, filling the Hungern Bar each hit. The move will end prematurely if the Hungern bar is filled.\n', 'The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage.']",https://wiki.gbl.gg/images/c/c2/SG_umb_qcflp_hb.png,https://wiki.gbl.gg/images/8/89/SG_umb_qcflp2_fd.png,SPECIAL_MOVE,20.0
UMBRELLA,SALT GRINDER SATIATED,"SALT GRINDER,SATIATED SALT GRINDER,GRINDER,SATIATED GRINDER,GRINDER SATIATED,BITE,SATIATED BITE,BITE SATIATED,236LP,236 LP,236LP,QCFLP,QCF LP,QCFLP,QCF.LP,236LP SATIATED,236 LP SATIATED,236LP SATIATED,QCFLP SATIATED,QCF LP SATIATED,QCFLP SATIATED,QCF.LP SATIATED,SATIATED 236LP,SATIATED 236 LP,SATIATED 236LP,SATIATED QCFLP,SATIATED QCF LP,SATIATED QCFLP,SATIATED QCF.LP",Mid,"Hit Grab, 
55% Damage Scaling","[500, 100, 100, 100, 100, 100, 150, 150, 150, 375, 750]",[150],"['3', '1', '1', '1', '1', '1', '\n2', '2', '2', '3', '4']",['2.5'],,"Stagger
OR Soft KD",-23,[20],[2],[42],['nan'],[19],['N/A (7 on block)'],,"['Mashing LP & HP or left & right cause Hungern to grind up to 10 additional times, filling the Hungern Bar each hit. The move will end prematurely if the Hungern bar is filled.\n', 'The damage of each hit is determined by the initial Hungern state, so if used while Satiated and Hungern turns Overstuffed, additional hits will still deal Satiated damage.']",https://wiki.gbl.gg/images/c/c2/SG_umb_qcflp_hb.png,https://wiki.gbl.gg/images/2/25/SG_umb_qcflp3_fd.png,SPECIAL_MOVE,20.0
